Unnamed: 0,X,id,load_entry_id,loan_amnt,funded_amnt,funded_amnt_inv,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
-0.34425468547656457,-0.34425468547656457,-0.777957584899135,-0.447654352092201,0.4094065546150434,0.4094065546150434,0.410347342977108,0.5237513010113642,-0.4593742006710999,0.7658338445877755,-0.35316107115210943,-0.737583725164162,0.6654868884706296,-0.3969570261691944,0.5134120415262902,0.46631954417967025,0.0,0.0,0.5760185443231871,0.5769894602531432,0.659922998465148,0.1036988977408665,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,0.13848249552122702,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
-0.6971542601652096,-0.6971542601652096,0.6737186945547956,0.11971489076346936,-1.2603262401560131,-1.2603262401560131,-1.26008366517302,-1.293345526619475,-0.6836811724279283,0.5017574243024039,-0.35316107115210943,-0.737583725164162,1.8436873401743117,-0.3969570261691944,-0.6296126713585849,-0.04387689365366684,0.0,0.0,-1.1756107396819555,-1.1755525795110737,-1.124557731193801,-0.7575797445741241,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.8331488714902286,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
-1.0530475630815175,-1.0530475630815175,0.2816403408622185,0.11971489076346936,0.6956464622900816,0.6956464622900816,0.6967069443742728,0.8253392022189866,1.160620595350438,0.5836700176316629,1.659152724586406,-0.737583725164162,0.8618536304212433,-0.3969570261691944,1.8394975022760884,0.1261885856241122,0.0,0.0,-1.3016075996036935,-1.3016150950852965,-1.2701397158628571,-0.7611058171398369,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.7582384499393657,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
0.2884753193811067,0.2884753193811067,-0.3590890130671075,-0.447654352092201,-0.25848656329337927,-0.25848656329337927,-0.2578250602829432,-0.22173753073851496,0.03908573656629639,-1.0166819923384827,-0.35316107115210943,0.22281175031000727,-0.709080305183666,-0.3969570261691944,-0.17140007508119454,-0.9792370296814515,0.0,0.0,-0.07279281494176465,-0.0721599879137843,0.010324494738742935,-0.2539337993063351,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.3302537632022583,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
0.2722639114322358,0.2722639114322358,-0.36952312634869716,-0.447654352092201,-0.13027493798060172,-0.13027493798060172,-0.1295598221571298,-0.03563282849528323,0.08893173029003601,0.29025177287013904,-0.35316107115210943,-0.737583725164162,0.2727534045694023,-0.3969570261691944,-0.0940198021999134,0.21122132526300172,0.0,0.0,0.10675502436183913,0.10748094186922982,0.13502420750765104,0.03184729851677456,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.7886994898393715,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
-1.562535755900408,-1.562535755900408,1.7532915705488779,1.8218226193304805,-0.25848656329337927,-0.25848656329337927,-0.2578250602829432,-0.21971637660427207,0.01416273970442657,-0.07285330502224721,-0.35316107115210943,-0.737583725164162,4.396454985532289,-0.3969570261691944,0.0110669622501129,2.6771707747907976,0.0,0.0,-0.20454933772987316,-0.20398516757278568,0.010324494738742935,-0.7740924683305207,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,0.7666421322576458,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
-1.116216152675394,-1.116216152675394,0.20384996355501855,0.11971489076346936,-0.6252314450020221,-0.6252314450020221,-0.6247232995730606,-0.6252153785959135,-1.0326031284941057,-0.5386547685811665,-0.35316107115210943,-0.737583725164162,0.07638666261878858,-0.3969570261691944,-0.45644709905392755,-0.21394237293144586,0.0,0.0,-0.44565900451622165,-0.4452201798320482,-0.3463746836467384,-0.5158430710316607,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.28729387441738885,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
-0.5204873351253622,-0.5204873351253622,0.8470250650276568,0.11971489076346936,-0.37775319149131187,-0.37775319149131187,-0.3771415608650952,-0.3759793325125053,0.9113906267317399,1.3502251820711444,-0.35316107115210943,-0.737583725164162,0.8618536304212433,-0.3969570261691944,0.9139027803687947,1.3166469405685655,0.0,0.0,-0.2802951833561613,-0.27977048356622264,-0.10567523806954368,-0.6795929364996455,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,0.20705101235764006,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
1.2571080993138877,1.2571080993138877,-1.0718239728865582,-1.0150235949478714,0.027753344381659006,0.027753344381659006,0.02555162859966781,0.11389294696547358,0.2384697114612549,1.0042361684565142,-0.35316107115210943,0.22281175031000727,1.0582203723718568,-0.3969570261691944,0.8770267594475363,1.3166469405685655,0.0,0.0,0.21416957363455316,0.21209753051112365,0.28872385347863083,-0.0655250379714339,-0.16896334861807252,-0.25455151769514933,-0.2258433909226246,-0.03855977552738769,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
1.0276582344576108,1.0276582344576108,-1.213292575834651,-1.0150235949478714,0.8149130904880143,0.8149130904880143,0.8160234449564248,0.21895333147288573,0.28831570518499455,1.2071837877499016,-0.35316107115210943,-0.737583725164162,-1.1018137890848934,-0.3969570261691944,1.0621984780986498,-0.12890963329255636,0.0,0.0,0.6687961655266783,0.6698154267402683,0.08887951379651472,2.06712314381842,-0.16896334861807252,1.0173730134100805,1.1364246887026082,-0.7796784596688836,-0.12087344460380704,0.0,-0.08025723539051281,-0.08980265101338747,-0.034638438836828774,-0.36180972099439485,-0.1479577871766916
